date;Q_Oshib;y_Oshib;t2m_min;t2m;t2m_max;prec;evap
1936-01-01 00:00:00 UTC;1.33;0.13832;-9.3;-4.4;-3.3;1.4;0.006927271
1936-01-02 00:00:00 UTC;1.15;0.1196;-5.6;-4.8;-3.6;0.7;0.002342117
1936-01-03 00:00:00 UTC;1.19;0.12376;-4.8;-1.3;-0.1;0.4;0.043996966
1936-01-04 00:00:00 UTC;1.24;0.12896;-2.1;-1.3;-0.4;0;0.044722102
1936-01-05 00:00:00 UTC;1.33;0.13832;-9.1;-7.4;-2;0;0
1936-01-06 00:00:00 UTC;1.2;0.1248;-6.4;-2.9;-2;0.1;0.026304866
1936-01-07 00:00:00 UTC;1.18;0.12272;-7.4;-4.9;-2.6;0.1;0.001276954
1936-01-08 00:00:00 UTC;1.15;0.1196;-14.9;-10.7;-7;0.1;0
1936-01-09 00:00:00 UTC;0.85;0.0884;-14.3;-11.4;-9;1.2;0
1936-01-10 00:00:00 UTC;0.93;0.09672;-11.5;-8.8;-8.5;3.2;0
1936-01-11 00:00:00 UTC;0.93;0.09672;-12.4;-9.8;-8.1;3.3;0
1936-01-12 00:00:00 UTC;0.89;0.09256;-22.9;-18.9;-12.3;0;0
1936-01-13 00:00:00 UTC;0.89;0.09256;-22.4;-10.1;-5.6;0.5;0
1936-01-14 00:00:00 UTC;0.93;0.09672;-13.5;-8.7;-4.5;0.1;0
1936-01-15 00:00:00 UTC;0.98;0.10192;-11.2;-8.5;-8;0;0
1936-01-16 00:00:00 UTC;1.02;0.10608;-13.6;-11;-9.3;0.4;0
1936-01-17 00:00:00 UTC;1.02;0.10608;-14.4;-12.3;-9.5;1.5;0
1936-01-18 00:00:00 UTC;0.93;0.09672;-15.7;-14;-13.1;0.9;0
1936-01-19 00:00:00 UTC;1.02;0.10608;-16.7;-13.5;-12.5;0.4;0
1936-01-20 00:00:00 UTC;0.93;0.09672;-16.1;-15.2;-13.5;0.2;0
1936-01-21 00:00:00 UTC;0.85;0.0884;-14.9;-9.8;-5.8;0.4;0
1936-01-22 00:00:00 UTC;0.89;0.09256;-8.4;-5.1;-3.2;0.2;0
1936-01-23 00:00:00 UTC;0.89;0.09256;-10.5;-8.7;-7.1;1.8;0
1936-01-24 00:00:00 UTC;1.15;0.1196;-8.2;-6;-1.6;5.9;0
1936-01-25 00:00:00 UTC;1.02;0.10608;-15.2;-8.2;0;1.5;0
1936-01-26 00:00:00 UTC;1.02;0.10608;-16.1;-14.4;-12.3;2.5;0
1936-01-27 00:00:00 UTC;0.93;0.09672;-22.4;-19.8;-14.9;0.6;0
1936-01-28 00:00:00 UTC;0.93;0.09672;-23.4;-22.5;-21.3;1.2;0
1936-01-29 00:00:00 UTC;1.11;0.11544;-30;-24.9;-21.6;1;0
1936-01-30 00:00:00 UTC;0.93;0.09672;-34.9;-33.1;-28.2;0;0
1936-01-31 00:00:00 UTC;0.85;0.0884;-37.1;-33.2;-29.3;0;0
1936-02-01 00:00:00 UTC;0.93;0.09672;-39.2;-33.3;-23;0;0
1936-02-02 00:00:00 UTC;1.02;0.10608;-33.7;-20.2;-12;0;0
1936-02-03 00:00:00 UTC;1.15;0.1196;-16.3;-13.4;-10.9;0;0
1936-02-04 00:00:00 UTC;0.93;0.09672;-11;-8.4;-6.9;0.2;0
1936-02-05 00:00:00 UTC;0.86;0.08944;-8.2;-7.4;-6.6;3.6;0
1936-02-06 00:00:00 UTC;0.78;0.08112;-8;-6.6;-3.6;0.7;0
1936-02-07 00:00:00 UTC;0.78;0.08112;-9.5;-7;-3.7;0;0
1936-02-08 00:00:00 UTC;0.78;0.08112;-23.4;-14.8;-7.4;0.5;0
1936-02-09 00:00:00 UTC;0.74;0.07696;-35.1;-30.2;-23.1;0;0
1936-02-10 00:00:00 UTC;0.82;0.08528;-38.3;-30.6;-20.8;0.6;0
1936-02-11 00:00:00 UTC;0.9;0.0936;-20.9;-12;-6.7;2.2;0
1936-02-12 00:00:00 UTC;1.07;0.11128;-30.3;-25.6;-9.6;0;0
1936-02-13 00:00:00 UTC;1.15;0.1196;-35.4;-30.1;-22.7;0;0
1936-02-14 00:00:00 UTC;1.19;0.12376;-31.7;-16.5;-8.3;3.7;0
1936-02-15 00:00:00 UTC;0.99;0.10296;-15.4;-10.2;-6.2;9.1;0
1936-02-16 00:00:00 UTC;0.87;0.09048;-22.5;-12.9;-7.8;0.7;0
1936-02-17 00:00:00 UTC;0.87;0.09048;-10.6;-7.6;-3.2;0.6;0
1936-02-18 00:00:00 UTC;0.76;0.07904;-27.2;-17.9;-9.6;0;0
1936-02-19 00:00:00 UTC;0.99;0.10296;-12.7;-9.2;-6;0;0
1936-02-20 00:00:00 UTC;1.11;0.11544;-23;-13.6;-8.3;0;0
1936-02-21 00:00:00 UTC;1.26;0.13104;-25.4;-17.2;-11.1;0;0
1936-02-22 00:00:00 UTC;1.03;0.10712;-21.4;-16.2;-9.7;0;0
1936-02-23 00:00:00 UTC;0.95;0.0988;-26.5;-17.9;-7.6;0;0
1936-02-24 00:00:00 UTC;0.83;0.08632;-19.4;-13.2;-8.5;0;0
1936-02-25 00:00:00 UTC;0.8;0.0832;-16.9;-14.1;-8.7;0.2;0
1936-02-26 00:00:00 UTC;0.99;0.10296;-15.4;-10.3;-8.6;1;0
1936-02-27 00:00:00 UTC;0.99;0.10296;-12.3;-11.2;-9.4;0.1;0
1936-02-28 00:00:00 UTC;0.91;0.09464;-21;-14.6;-7.8;0;0
1936-02-29 00:00:00 UTC;0.87;0.09048;-16.6;-12.8;-10.8;0;0
1936-03-01 00:00:00 UTC;0.87;0.09048;-33.7;-23.9;-12.5;0;0
1936-03-02 00:00:00 UTC;0.79;0.08216;-12.6;-6.8;-5.6;0.5;0
1936-03-03 00:00:00 UTC;0.79;0.08216;-5.7;-3.2;-0.8;0;0.099979379
1936-03-04 00:00:00 UTC;0.72;0.07488;-8.9;-5.9;-2.2;0;0
1936-03-05 00:00:00 UTC;0.68;0.07072;-10.4;-4.8;-1.5;0.1;0.0116196
1936-03-06 00:00:00 UTC;0.64;0.06656;-3.9;-1.1;0.8;2.5;0.231640309
1936-03-07 00:00:00 UTC;0.72;0.07488;-8.3;-4.5;0.8;0.4;0.030352344
1936-03-08 00:00:00 UTC;0.83;0.08632;-21.4;-14.7;-7.6;0;0
1936-03-09 00:00:00 UTC;1.03;0.10712;-15.6;-7.4;-1.5;0.1;0
1936-03-10 00:00:00 UTC;0.95;0.0988;-8.1;-3.6;-1;0;0.090588865
1936-03-11 00:00:00 UTC;0.95;0.0988;-5.1;-3.1;-1;0;0.125519485
1936-03-12 00:00:00 UTC;1.07;0.11128;-6.1;-4;-2.4;0;0.06743002
1936-03-13 00:00:00 UTC;0.98;0.10192;-7.4;-5.2;-3.4;2;0
1936-03-14 00:00:00 UTC;0.98;0.10192;-12.3;-8.4;-4.4;0.9;0
1936-03-15 00:00:00 UTC;0.82;0.08528;-24.1;-15;-8.1;0;0
1936-03-16 00:00:00 UTC;0.6;0.0624;-26.5;-16.5;-6;0;0
1936-03-17 00:00:00 UTC;0.82;0.08528;-18.4;-10.4;-4;0;0
1936-03-18 00:00:00 UTC;0.98;0.10192;-9.5;-6.4;-3.8;0.4;0
1936-03-19 00:00:00 UTC;0.98;0.10192;-5.9;-4;-1.8;0.4;0.077256138
1936-03-20 00:00:00 UTC;0.9;0.0936;-6;-3.1;-0.9;0.2;0.149512057
1936-03-21 00:00:00 UTC;1.02;0.10608;-6.3;-4.4;-2.3;3.6;0.048078676
1936-03-22 00:00:00 UTC;0.69;0.07176;-17.3;-8.6;-3;0.1;0
1936-03-23 00:00:00 UTC;0.85;0.0884;-14.9;-10.7;-6.4;0.6;0
1936-03-24 00:00:00 UTC;1.02;0.10608;-26.6;-16.1;-9.5;0;0
1936-03-25 00:00:00 UTC;1.02;0.10608;-22.4;-17.5;-12.4;0;0
1936-03-26 00:00:00 UTC;0.98;0.10192;-25.5;-19.1;-12.9;0;0
1936-03-27 00:00:00 UTC;0.89;0.09256;-23.9;-13.1;-7.7;0.8;0
1936-03-28 00:00:00 UTC;0.93;0.09672;-19.1;-13.5;-7.1;0;0
1936-03-29 00:00:00 UTC;1.15;0.1196;-15.5;-10.4;-6;0;0
1936-03-30 00:00:00 UTC;0.8;0.0832;-15.1;-9.9;-5;0;0
1936-03-31 00:00:00 UTC;0.92;0.09568;-15.3;-11.9;-7.1;0;0
1936-04-01 00:00:00 UTC;1.15;0.1196;-23.4;-11.9;0.5;0;0
1936-04-02 00:00:00 UTC;1.24;0.12896;-11;-2.3;4.2;0;0.263807488
1936-04-03 00:00:00 UTC;1.28;0.13312;-9.3;-3.1;3.2;0;0.188439991
1936-04-04 00:00:00 UTC;1.05;0.1092;-3.4;-0.2;2.8;0;0.483120524
1936-04-05 00:00:00 UTC;1.05;0.1092;-3.9;-0.2;3;0;0.49017331
1936-04-06 00:00:00 UTC;0.74;0.07696;-2;-0.2;2;2.5;0.49721471
1936-04-07 00:00:00 UTC;0.91;0.09464;-3.1;-0.5;1.2;0.9;0.472727022
1936-04-08 00:00:00 UTC;1.13;0.11752;-10.9;-4.2;2.6;0;0.085208848
1936-04-09 00:00:00 UTC;1.18;0.12272;-13.9;-4;3.5;0;0.1079677
1936-04-10 00:00:00 UTC;0.89;0.09256;-1.5;2.3;5.7;0;0.798764824
1936-04-11 00:00:00 UTC;0.94;0.09776;-0.5;0.7;4.5;1.3;0.631941609
1936-04-12 00:00:00 UTC;1.13;0.11752;-1.7;-0.7;2.8;2;0.482926574
1936-04-13 00:00:00 UTC;1.22;0.12688;-3.9;-0.2;2.6;0.5;0.545971135
1936-04-14 00:00:00 UTC;1.05;0.1092;-5.8;1;6.6;0;0.691037229
1936-04-15 00:00:00 UTC;1.24;0.12896;-2.9;2.4;9.8;0;0.862800368
1936-04-16 00:00:00 UTC;1.6;0.1664;1.1;3;5.5;0.1;0.944070325
1936-04-17 00:00:00 UTC;2.13;0.22152;1.1;2.6;4.9;0;0.907552481
1936-04-18 00:00:00 UTC;4.14;0.43056;-3.9;0.6;4.1;0;0.676548125
1936-04-19 00:00:00 UTC;6.05;0.6292;-5.5;2.3;10.2;0;0.892062786
1936-04-20 00:00:00 UTC;9.32;0.96928;-4.1;4.3;13.6;0;1.149284227
1936-04-21 00:00:00 UTC;14.1;1.4664;-3.4;5.2;13.1;0;1.27446318
1936-04-22 00:00:00 UTC;24.7;2.5688;3.9;6.2;9.4;1.2;1.414617708
1936-04-23 00:00:00 UTC;30.1;3.1304;4;8.8;16.3;0;1.761594912
1936-04-24 00:00:00 UTC;31;3.224;1.3;9.3;17.1;0;1.844511852
1936-04-25 00:00:00 UTC;31.8;3.3072;-0.8;8.3;18.9;0;1.733120114
1936-04-26 00:00:00 UTC;32.8;3.4112;5.1;9.3;13.8;0.5;1.882168109
1936-04-27 00:00:00 UTC;37;3.848;-0.4;5.2;12.3;0;1.35575811
1936-04-28 00:00:00 UTC;42.3;4.3992;-1.9;2.9;7.2;0;1.060189917
1936-04-29 00:00:00 UTC;45.7;4.7528;2.5;4;8.7;0;1.219239553
1936-04-30 00:00:00 UTC;41.5;4.316;-2.9;6.9;15.7;0;1.627044367
1936-05-01 00:00:00 UTC;33.3;3.4632;5.5;11.2;16.2;0;2.235063204
1936-05-02 00:00:00 UTC;29.5;3.068;5.3;11;15.8;0.2;2.227071163
1936-05-03 00:00:00 UTC;33.5;3.484;5.6;7;13.6;0;1.684814595
1936-05-04 00:00:00 UTC;39.4;4.0976;2;5.6;8.8;0;1.500898767
1936-05-05 00:00:00 UTC;37.7;3.9208;0;4.4;8;0;1.342042944
1936-05-06 00:00:00 UTC;32.2;3.3488;-0.4;4.1;8.2;0;1.309760136
1936-05-07 00:00:00 UTC;27.2;2.8288;-1;6.1;12.1;0;1.610291059
1936-05-08 00:00:00 UTC;17.5;1.82;-2.1;5.4;10.9;0;1.520426325
1936-05-09 00:00:00 UTC;12.5;1.3;-0.4;5;9.5;0;1.472999757
1936-05-10 00:00:00 UTC;9.6;0.9984;0;4.9;8.9;0;1.469023919
1936-05-11 00:00:00 UTC;8.44;0.87776;-3.2;4.3;8.8;0;1.389915287
1936-05-12 00:00:00 UTC;6.66;0.69264;-3.4;8;15.5;0;1.956507387
1936-05-13 00:00:00 UTC;7;0.728;3.5;12;19.1;0;2.575972249
1936-05-14 00:00:00 UTC;6.5;0.676;-0.5;3.3;14.9;1.5;1.266036223
1936-05-15 00:00:00 UTC;6.66;0.69264;-5;-0.7;2.5;0.2;0.660137218
1936-05-16 00:00:00 UTC;6.66;0.69264;-5.6;0.2;6.6;0;0.803320849
1936-05-17 00:00:00 UTC;2.48;0.25792;0.4;5.8;10.5;0;1.678617859
1936-05-18 00:00:00 UTC;1.84;0.19136;1.6;8.2;14.5;0;2.063797548
1936-05-19 00:00:00 UTC;11.8;1.2272;1.5;2.9;11.2;0.2;1.242247791
1936-05-20 00:00:00 UTC;4.42;0.45968;-0.7;4.2;10.1;0;1.454722156
1936-05-21 00:00:00 UTC;1.72;0.17888;-0.6;11;19.4;0;2.543586897
1936-05-22 00:00:00 UTC;10;1.04;3.1;12.9;20.9;0;2.860470363
1936-05-23 00:00:00 UTC;6.33;0.65832;6.5;13.1;19.6;0.4;2.906995963
1936-05-24 00:00:00 UTC;8.62;0.89648;6.1;12.5;20.2;8.6;2.824288648
1936-05-25 00:00:00 UTC;1.63;0.16952;-0.7;3.9;7.7;0.5;1.443078931
1936-05-26 00:00:00 UTC;13.1;1.3624;3.1;7.4;11.2;0;2.019643854
1936-05-27 00:00:00 UTC;3.96;0.41184;1.1;11.8;21.7;0.5;2.748144055
1936-05-28 00:00:00 UTC;9.6;0.9984;11;18.7;24.7;0;3.892958968
1936-05-29 00:00:00 UTC;14.2;1.4768;11.5;20.4;26.9;0;4.188810369
1936-05-30 00:00:00 UTC;13.1;1.3624;12.3;21.2;28.8;0;4.337186276
1936-05-31 00:00:00 UTC;13.3;1.3832;11.8;15.6;22.8;2;3.422537006
1936-06-01 00:00:00 UTC;16;1.664;2.3;17.9;25.9;0;3.817815645
1936-06-02 00:00:00 UTC;16.4;1.7056;4.7;19.5;29.8;0;4.097967567
1936-06-03 00:00:00 UTC;16.3;1.6952;8.8;23.3;32.4;0;4.748279519
1936-06-04 00:00:00 UTC;16.5;1.716;12.9;25.4;33.3;0;5.115584916
1936-06-05 00:00:00 UTC;13.1;1.3624;11.8;23.9;31.5;0;4.876586202
1936-06-06 00:00:00 UTC;17.9;1.8616;9.7;14.2;26;0;3.248180239
1936-06-07 00:00:00 UTC;11.4;1.1856;9;17.1;21.2;0;3.747800576
1936-06-08 00:00:00 UTC;12.3;1.2792;5.5;14.9;21.5;0;3.382260561
1936-06-09 00:00:00 UTC;5.2;0.5408;7;12.1;19.2;0;2.912355258
1936-06-10 00:00:00 UTC;3.96;0.41184;0.5;15.2;25.3;0;3.446817784
1936-06-11 00:00:00 UTC;16.7;1.7368;11.5;19.6;24.8;0;4.204798882
1936-06-12 00:00:00 UTC;2.34;0.24336;9.4;19.8;26.4;0;4.245505479
1936-06-13 00:00:00 UTC;11;1.144;5;21.1;29.9;0;4.474147149
1936-06-14 00:00:00 UTC;3.02;0.31408;8.8;21.5;30.3;0;4.548121707
1936-06-15 00:00:00 UTC;12.5;1.3;11.7;19.5;26.2;0;4.209137793
1936-06-16 00:00:00 UTC;3.64;0.37856;10.3;16.9;22.8;0;3.765619452
1936-06-17 00:00:00 UTC;3.18;0.33072;7.5;14.4;21.5;0;3.337979721
1936-06-18 00:00:00 UTC;14.8;1.5392;2.1;15.8;23.5;0;3.580629142
1936-06-19 00:00:00 UTC;2.22;0.23088;6.8;18.8;24.9;0;4.098372241
1936-06-20 00:00:00 UTC;1.63;0.16952;8.5;18.7;28.5;0;4.081742717
1936-06-21 00:00:00 UTC;2.09;0.21736;11.6;16.5;20.2;2.9;3.702738009
1936-06-22 00:00:00 UTC;2.48;0.25792;3.3;17.4;26.4;0;3.856951752
1936-06-23 00:00:00 UTC;12.9;1.3416;9.5;22.2;30.1;0;4.68167424
1936-06-24 00:00:00 UTC;2.75;0.286;10.5;22.8;29.7;0;4.782309056
1936-06-25 00:00:00 UTC;1.97;0.20488;13.5;24.2;33.4;0;5.019503137
1936-06-26 00:00:00 UTC;1.97;0.20488;16.6;20.2;28.6;1.7;4.328007073
1936-06-27 00:00:00 UTC;2.22;0.23088;12.2;16.6;20.4;3.9;3.705742617
1936-06-28 00:00:00 UTC;11;1.144;14;17.5;25.2;7.9;3.855339867
1936-06-29 00:00:00 UTC;3.8;0.3952;10.3;11.8;15.8;5.5;2.874568677
1936-06-30 00:00:00 UTC;3.18;0.33072;9.1;12;15.6;0.3;2.904157912
1936-07-01 00:00:00 UTC;5.05;0.5252;6;12.4;18.5;0.8;2.967243136
1936-07-02 00:00:00 UTC;16.3;1.6952;8.9;13.7;18.2;11.8;3.182751938
1936-07-03 00:00:00 UTC;9.8;1.0192;8.5;12.8;17.3;1.3;3.023174698
1936-07-04 00:00:00 UTC;4.74;0.49296;5.6;13;18.6;0;3.050159845
1936-07-05 00:00:00 UTC;11;1.144;3.4;13.9;19.4;0;3.194799309
1936-07-06 00:00:00 UTC;4.42;0.45968;4.5;15.8;22.5;0;3.506724598
1936-07-07 00:00:00 UTC;10;1.04;9.6;16.9;22.5;0.1;3.681831256
1936-07-08 00:00:00 UTC;4.27;0.44408;14.4;19.6;25;0.3;4.123454736
1936-07-09 00:00:00 UTC;4.11;0.42744;17.1;23.8;30.7;0.1;4.812269158
1936-07-10 00:00:00 UTC;3.49;0.36296;18.9;27.2;32.6;0;5.362527651
1936-07-11 00:00:00 UTC;5.84;0.60736;15.5;23.7;30.4;0;4.762958307
1936-07-12 00:00:00 UTC;4.42;0.45968;15.6;25;31.9;0;4.960464061
1936-07-13 00:00:00 UTC;2.22;0.23088;17.5;19.4;26;0;4.019036948
1936-07-14 00:00:00 UTC;2.09;0.21736;10.1;18.2;25.5;0.1;3.806065069
1936-07-15 00:00:00 UTC;2.48;0.25792;15.3;22.7;28.8;8.2;4.525316378
1936-07-16 00:00:00 UTC;2.48;0.25792;13.1;23.8;32.6;1.4;4.684545744
1936-07-17 00:00:00 UTC;2.48;0.25792;15.1;24;28.7;1;4.695735486
1936-07-18 00:00:00 UTC;2.22;0.23088;16.6;23.4;29.9;2.1;4.5769835
1936-07-19 00:00:00 UTC;2.61;0.27144;14.5;19.7;25.7;12.9;3.961302543
1936-07-20 00:00:00 UTC;2.48;0.25792;14.6;17.8;21.8;0.2;3.63814951
1936-07-21 00:00:00 UTC;3.96;0.41184;11.4;15.1;19.4;0;3.190589035
1936-07-22 00:00:00 UTC;14.6;1.5184;10.6;20;28.5;0;3.94701063
1936-07-23 00:00:00 UTC;6.33;0.65832;16.5;25.3;31.2;0;4.757169435
1936-07-24 00:00:00 UTC;15.6;1.6224;16.5;26;30.9;0;4.839154276
1936-07-25 00:00:00 UTC;2.88;0.29952;16.6;24.7;29.8;0;4.60882184
1936-07-26 00:00:00 UTC;1.97;0.20488;14.1;22;29.6;0;4.164344642
1936-07-27 00:00:00 UTC;1.84;0.19136;14.9;21.4;25.9;0;4.046315964
1936-07-28 00:00:00 UTC;2.34;0.24336;11.6;20.4;26.3;0;3.867994683
1936-07-29 00:00:00 UTC;12.9;1.3416;11.2;20.9;28.2;0;3.918061892
1936-07-30 00:00:00 UTC;2.75;0.286;16.7;22.6;28;0;4.146892982
1936-07-31 00:00:00 UTC;1.34;0.13936;12.1;22.8;32.9;0;4.147852794
1936-08-01 00:00:00 UTC;1.18;0.12272;18.1;24.7;30.2;0;4.399689973
1936-08-02 00:00:00 UTC;1.11;0.11544;13.1;20.2;26.3;0;3.705742553
1936-08-03 00:00:00 UTC;1.18;0.12272;8.1;18.6;26.4;0;3.444430762
1936-08-04 00:00:00 UTC;1.34;0.13936;8.7;20;27.7;0;3.620741802
1936-08-05 00:00:00 UTC;1.34;0.13936;12.1;24;32.4;0;4.167049142
1936-08-06 00:00:00 UTC;1.25;0.13;16.1;26.2;35.3;0;4.447120634
1936-08-07 00:00:00 UTC;1.11;0.11544;15.9;27.2;36.9;0;4.551914628
1936-08-08 00:00:00 UTC;1.04;0.10816;17;26.7;34;0;4.443561978
1936-08-09 00:00:00 UTC;0.97;0.10088;17.2;27.1;34.2;0;4.460978777
1936-08-10 00:00:00 UTC;0.86;0.08944;10.8;17.2;27.7;0;3.058089611
1936-08-11 00:00:00 UTC;0.81;0.08424;8.5;15;20;0;2.730347
1936-08-12 00:00:00 UTC;1.97;0.20488;6.6;16;23.8;0;2.84063738
1936-08-13 00:00:00 UTC;0.86;0.08944;9;16.2;23.4;0;2.840917142
1936-08-14 00:00:00 UTC;0.81;0.08424;6.9;14.2;20.1;0.3;2.548397588
1936-08-15 00:00:00 UTC;0.81;0.08424;14.5;17.7;23.4;2.8;2.98367553
1936-08-16 00:00:00 UTC;0.86;0.08944;9.5;12;19.9;1.1;2.212332659
1936-08-17 00:00:00 UTC;0.77;0.08008;4.5;11;16.4;0;2.061164777
1936-08-18 00:00:00 UTC;0.86;0.08944;-0.4;9.6;16.5;0;1.861451349
1936-08-19 00:00:00 UTC;0.81;0.08424;0.1;10.8;19.3;0;1.993316829
1936-08-20 00:00:00 UTC;0.81;0.08424;-0.2;12.8;22.4;0;2.221638426
1936-08-21 00:00:00 UTC;0.86;0.08944;5.1;14.7;22.1;0;2.432018344
1936-08-22 00:00:00 UTC;0.86;0.08944;6.4;12.2;18.3;0;2.099852597
1936-08-23 00:00:00 UTC;0.77;0.08008;1.8;7.7;13.6;0;1.532977206
1936-08-24 00:00:00 UTC;7.18;0.74672;6;10.5;16.1;0;1.849466712
1936-08-25 00:00:00 UTC;5.84;0.60736;0.3;9.6;17.2;0;1.721714359
1936-08-26 00:00:00 UTC;1.11;0.11544;0.5;10.9;20.2;0;1.852715412
1936-08-27 00:00:00 UTC;0.72;0.07488;0.7;10.6;20.1;0;1.795762014
1936-08-28 00:00:00 UTC;0.68;0.07072;-0.9;10.1;17.5;0;1.716810217
1936-08-29 00:00:00 UTC;0.68;0.07072;5.8;12.2;19.9;0;1.931091385
1936-08-30 00:00:00 UTC;0.68;0.07072;5.6;12.2;19.5;2.6;1.906509811
1936-08-31 00:00:00 UTC;0.68;0.07072;6.6;8.2;13;2.8;1.444199607
1936-09-01 00:00:00 UTC;0.77;0.08008;6.9;8.3;11.6;0.6;1.435996527
1936-09-02 00:00:00 UTC;0.77;0.08008;0.7;7.4;14.6;0.3;1.320921281
1936-09-03 00:00:00 UTC;0.77;0.08008;10;11.7;15.6;13.7;1.754807771
1936-09-04 00:00:00 UTC;0.81;0.08424;9.4;11.2;15.7;5.2;1.678763482
1936-09-05 00:00:00 UTC;3.49;0.36296;7.6;9.8;12.4;7.2;1.512169587
1936-09-06 00:00:00 UTC;2.22;0.23088;5.5;8.6;11.4;4;1.369758824
1936-09-07 00:00:00 UTC;0.9;0.0936;8.4;9.9;12.8;0.4;1.478969695
1936-09-08 00:00:00 UTC;0.86;0.08944;2.1;9.2;15.9;1.4;1.388768369
1936-09-09 00:00:00 UTC;0.86;0.08944;10.5;13.7;17.3;4.5;1.801571335
1936-09-10 00:00:00 UTC;0.9;0.0936;4.6;6;14.1;24.4;1.043686606
1936-09-11 00:00:00 UTC;10;1.04;2.6;5.5;9.8;0.2;0.980918087
1936-09-12 00:00:00 UTC;5.52;0.57408;0.9;5.3;9.9;0;0.947205925
1936-09-13 00:00:00 UTC;4.58;0.47632;1.5;6.2;9.8;0.8;1.013645122
1936-09-14 00:00:00 UTC;1.18;0.12272;5.1;6.8;8.9;1.8;1.050768207
1936-09-15 00:00:00 UTC;0.68;0.07072;2.9;4.7;7.1;8;0.849667908
1936-09-16 00:00:00 UTC;11.8;1.2272;0.2;4.6;9.9;0;0.826982146
1936-09-17 00:00:00 UTC;4.42;0.45968;3.8;5.6;8.4;2.1;0.897785002
1936-09-18 00:00:00 UTC;1.63;0.16952;-1.6;3.3;8.3;0;0.69100252
1936-09-19 00:00:00 UTC;0.65;0.0676;4.7;8.9;14.3;0;1.137219256
1936-09-20 00:00:00 UTC;8.44;0.87776;6.5;9.3;12.3;0.7;1.149437762
1936-09-21 00:00:00 UTC;4.27;0.44408;3.2;6.1;9.6;1.4;0.876362804
1936-09-22 00:00:00 UTC;3.49;0.36296;0.6;4;8.1;0.6;0.697759724
1936-09-23 00:00:00 UTC;3.33;0.34632;3.5;11.2;17.5;0.4;1.233022867
1936-09-24 00:00:00 UTC;3.02;0.31408;4.3;10.1;14.4;3;1.128016665
1936-09-25 00:00:00 UTC;2.88;0.29952;2.9;5.1;7.9;0;0.740340603
1936-09-26 00:00:00 UTC;2.88;0.29952;-0.7;4;9.4;0;0.647161963
1936-09-27 00:00:00 UTC;2.88;0.29952;3.5;10.2;15.6;0;1.071920322
1936-09-28 00:00:00 UTC;1.25;0.13;10.7;14.6;19.8;0;1.355224164
1936-09-29 00:00:00 UTC;0.68;0.07072;7.5;12.5;18.4;3.8;1.186087008
1936-09-30 00:00:00 UTC;6.66;0.69264;9.4;15.4;20.6;0;1.354936707
1936-10-01 00:00:00 UTC;3.8;0.3952;6.1;9.2;17.9;0;0.92400452
1936-10-02 00:00:00 UTC;2.75;0.286;3.1;9.2;15.4;4.9;0.905018143
1936-10-03 00:00:00 UTC;2.61;0.27144;5;8.4;13.4;2.2;0.836263168
1936-10-04 00:00:00 UTC;2.48;0.25792;2.3;3.8;5.3;0.5;0.537620634
1936-10-05 00:00:00 UTC;2.34;0.24336;-0.2;1.4;3.4;0.1;0.382660864
1936-10-06 00:00:00 UTC;2.22;0.23088;-1.7;0;1.8;0.1;0.292503162
1936-10-07 00:00:00 UTC;2.22;0.23088;0.2;1;1.3;0.1;0.343339662
1936-10-08 00:00:00 UTC;2.22;0.23088;0.1;0.9;2.2;8.6;0.330158635
1936-10-09 00:00:00 UTC;2.22;0.23088;-1.5;-0.3;0.8;5.6;0.257129765
1936-10-10 00:00:00 UTC;3.49;0.36296;-6.5;-2.8;-0.1;0;0.11763788
1936-10-11 00:00:00 UTC;0.9;0.0936;-4.9;-1.1;0.6;0;0.203772529
1936-10-12 00:00:00 UTC;0.61;0.06344;-0.5;0.8;1.9;5.1;0.296041427
1936-10-13 00:00:00 UTC;0.97;0.10088;-1;-0.4;0;0;0.229304872
1936-10-14 00:00:00 UTC;0.97;0.10088;-2.4;-1.2;-0.3;0.1;0.184951623
1936-10-15 00:00:00 UTC;0.9;0.0936;-2.9;0;1.8;1.2;0.237548655
1936-10-16 00:00:00 UTC;3.64;0.37856;0.5;1.4;2.9;3.7;0.296729275
1936-10-17 00:00:00 UTC;1.84;0.19136;0.6;2;3.6;3.7;0.31664103
1936-10-18 00:00:00 UTC;1.97;0.20488;-0.9;1;4.3;0;0.264728803
1936-10-19 00:00:00 UTC;2.61;0.27144;-1.9;-0.2;1.9;0;0.206521561
1936-10-20 00:00:00 UTC;4.42;0.45968;0.5;2.8;5;0.7;0.327180883
1936-10-21 00:00:00 UTC;1.63;0.16952;0.6;2.4;4.6;0.1;0.302545595
1936-10-22 00:00:00 UTC;5.36;0.55744;-0.4;2.4;6;9.5;0.294818792
1936-10-23 00:00:00 UTC;4.42;0.45968;-0.9;-0.3;0.5;0.4;0.182425798
1936-10-24 00:00:00 UTC;5.84;0.60736;-2.5;-1.9;-0.6;1.5;0.117197401
1936-10-25 00:00:00 UTC;7.54;0.78416;-5.2;-1.4;-0.4;0.9;0.132535479
1936-10-26 00:00:00 UTC;7.18;0.74672;-0.4;2.3;3.6;0.6;0.261658075
1936-10-27 00:00:00 UTC;7;0.728;0.5;1.6;2.7;0;0.230275722
1936-10-28 00:00:00 UTC;6.33;0.65832;0.1;0.8;1.5;0;0.196942648
